Name,ID,HomePlanet,BloodSample
 Bekele Prakash, 8385864, Censa III,  +--------+  |oopc ooc|  |oc i ici|  |p c   ic|  |p p co p|  |coc  i o|  |o cp pp |  +--------+
 Ekaterina Gayakwad, 5520746, Equaria VII,  +--------+  |ipoppcc |  |cp  o  c|  | iopoicp|  |po picpc|  |ccipccco|  |ic   p  |  +--------+
 Yong Fonseca, 9699296, Deleo,  +--------+  | o ic o |  |c coipcc|  |p c ocp |  | ciocpop|  |c popiii|  |i o  ci |  +--------+
 Jamila Jang, 9672652, Tucanus VII,  +--------+  | opi pcp|  |occcppii|  |o i c ci|  | i ciopc|  |c cicooi|  |ipi  ppo|  +--------+
 Mohan Jana, 2726840, Alpha Venicer Minor,  +--------+  |i p  c i|  |o c copo|  |opip p p|  |oco pccc|  |p     ci|  |    o ic|  +--------+
 Prem Sinha, 3197665, Beta Drado VI,  +--------+  |ico i cp|  |   c  cp|  |p      i|  |o cii cp|  |   copoc|  |p  oiico|  +--------+
 Jyoti Cardoso, 1276452, Juppius Minor,  +--------+  | cci o  |  |  oop  c|  |i ppooc |  |i p pcii|  |ii o po |  |opo oc i|  +--------+
 Lydia Nayak, 2442826, Hersa,  +--------+  | ccoc cc|  | p p  po|  |   o ico|  |   c  o |  |    io  |  |ioi  ccc|  +--------+
 Xian Alvarado, 1831802, Scurion,  +--------+  |iciipi  |  |p   picp|  |i i oc i|  |c ii  o |  |   oi  o|  |coc  coi|  +--------+
 Rachel Awad, 5420925, Alpha Vena Major,  +--------+  |o oo cc |  | ipocooi|  |oc ic c |  |ppo  o i|  |pcpp i c|  |  c    o|  +--------+
 Michel Delgado, 1351186, Earina Minor,  +--------+  |ic cp  i|  |cocic cp|  |pccci cc|  |o ocicpi|  |ccpii pi|  | i   pc |  +--------+
 Gabriela Hu, 7907088, Gamma Anta,  +--------+  |   pi ip|  |p  ic pp|  | io o  i|  |cppc   i|  | coocc  |  |p c ci i|  +--------+
 Daniela Gao, 5304390, Taurux,  +--------+  |p i p cp|  | po ooio|  | pi o  c|  |  i    c|  | o poipp|  |  po  pc|  +--------+
 Rakesh Rasheed, 4898453, Alpha Crus Minor,  +--------+  |cc icocc|  |ico popo|  | ii o po|  | co cp  |  |coocopoo|  |  ooo   |  +--------+
 Maryam Duan, 6067748, Camela,  +--------+  |ip  i oc|  |  po ioc|  |ci    o |  |p  cpo i|  |c p cppc|  |oicicco |  +--------+
 Liliana Mei, 7591255, Alpha Vena Major,  +--------+  |c c pi c|  |opoi oo |  |occ  c o|  | cc ccoo|  | icii oc|  |i p  po |  +--------+
 Paola Aminu, 1587650, Antarth,  +--------+  |p  ppp  |  |p ooicc |  |pppi i  |  |c pp  ii|  | i  ppco|  |ci oopcp|  +--------+
 Dora Santana, 8063826, Earies V,  +--------+  | oi   co|  |cicp   i|  |c  opopi|  |c pp i c|  |oop ppco|  |ii ci cc|  +--------+
 Armando White, 1557762, Cers,  +--------+  |o  opioi|  |iioc i  |  | ppc  o |  |iocoio o|  |p  pc pp|  |poc pic |  +--------+
 Guillermo Pandit, 3363257, Crado,  +--------+  |oocio i |  |c   c ci|  |ccopipi |  | ic ipi |  | ociicpp|  |p p o   |  +--------+
 Hongyan Gou, 6601264, Juppius Minor,  +--------+  |opoi opp|  | icpi c |  |   c po |  |o p  pic|  |ip c i  |  |pccocpio|  +--------+
 Mukesh Phiri, 7986715, Orici,  +--------+  |  pc  p |  | ccp pco|  | pi ci  |  |  ppoc p|  |picpcipo|  |c opc   |  +--------+
 Joao Gong, 5883091, Beta Dores V,  +--------+  |ii  p p |  |coc iiip|  |p ooo pp|  |o oio co|  |pcp   o |  |o o p   |  +--------+
 Mariya Evans, 4588773, Alpha Geminus Minor,  +--------+  |pp oco c|  |op  pi p|  |ppcopiip|  |o oi oi |  |poi  o  |  |cio    c|  +--------+
 Zhihong Parveen, 7478371, Boros,  +--------+  |  cco oo|  |pcciioc |  |c c iopp|  | cpiop p|  |ppi    p|  |pc i coo|  +--------+
 Wai Wang, 7196501, Antans,  +--------+  |pppp ici|  |p     op|  |ii   cpp|  | pio p p|  | coc o  |  | c  i ip|  +--------+
 Pavel Adam, 8281379, Crus IV,  +--------+  |ip  poi |  |p      i|  |ci i  pc|  |c po   i|  |oioc opc|  |oi oo oo|  +--------+
 Yanhua Ai, 3977474, Crado,  +--------+  | i ppipc|  |poccooci|  |ocp oppc|  |p o o io|  |occpco c|  | ioo cci|  +--------+
 Nykolai Blanco, 2482376, Gamma Taurn,  +--------+  |o c p co|  |o   cp p|  | pii p o|  |ccco co |  |c  iii  |  |  pp  io|  +--------+
 Xiaohong Yildiz, 5684416, Saturus,  +--------+  |i c i cp|  |  pcpp  |  |   pii o|  |c o co  |  |c c iio |  |o iiiic |  +--------+
 Christopher Wu, 1439684, Alpha Doraco Minor,  +--------+  | po ppoi|  |ipcpccci|  |pcpcip p|  |pco p oc|  | io     |  |iic icoi|  +--------+
 Qing David, 5760260, Alpha Urseus IV,  +--------+  |ipcc    |  |cpop   c|  |i c ci p|  |ipppc o |  | popoop |  |p     c |  +--------+
 Jorge Manuel, 6754273, Alpha Vena,  +--------+  |i c oc p|  |ooio pop|  | pi ppic|  | i iocci|  |piciio c|  |po pp ci|  +--------+
 Ismail Campos, 3332086, Gamma Forpius,  +--------+  |cc i  o |  |p p pi  |  |pi cic  |  | c  i  p|  | pcc cii|  |iiii cip|  +--------+
 Xuan Jackson, 5603493, Ventlia,  +--------+  |popi   o|  |c  oci  |  |c oco pi|  |i co pip|  |  oocc i|  |  i o ip|  +--------+
 Rebecca Rosales, 7209563, Cralis,  +--------+  |o  oop  |  |p oi cpp|  | popo i |  |i  pcico|  |  c pc  |  | oo opci|  +--------+
 Tim Shaik, 3990002, Ventane,  +--------+  | i ccii |  |ocoi p i|  |opoc   o|  |c o  oi |  | opcpp  |  |ic c  c |  +--------+
 Khaled Jiao, 7522240, Beta Earos,  +--------+  | pi  pp |  |iip  p  |  |op o opo|  |opo ci  |  | poioic |  |  cp ii |  +--------+
 Monika Moreno, 2938950, Aquarta II,  +--------+  | p ocp c|  | c  i  p|  |     p p|  |   p pcc|  |cpc   po|  |c i pi i|  +--------+
 Ursula Van, 2619700, Cerenis V,  +--------+  |  occpi |  | p  pio |  |p coo pc|  |o c   o |  |i  oi   |  | poc p  |  +--------+
 Ursula He, 5046533, Beta Vens IV,  +--------+  |pcoo ci |  |oiiop oi|  |  io pip|  |cc io  i|  |ppp p  p|  |    iooc|  +--------+
 Peter Ahmad, 9239925, Forale,  +--------+  |ccocop  |  |ooc iopp|  |cooi  op|  | o  cppc|  |i cc  co|  |io occoc|  +--------+
 Samira Ruan, 1139698, Algo VII,  +--------+  |o  i coo|  |ccpo ocp|  |o  c  c |  |ippp  op|  | occcppi|  | popcoci|  +--------+
 Krishna Ling, 5631551, Gamma Berpens,  +--------+  |icoo pio|  | ooop pc|  |iiic c  |  |iocpi  i|  |o  oo o |  |oi cpc c|  +--------+
 Cheng Abu, 5792589, Araleo,  +--------+  |o oipoo |  |icco  cc|  |ccp cpip|  |  oc oio|  |pciippc |  | io o  c|  +--------+
 Charlotte Mou, 6682354, Alpha Majoros,  +--------+  | o o coi|  |c  i p  |  |ip oc  c|  |pc  c   |  |coipc  p|  |o oc iii|  +--------+
 Margaret Khine, 1875594, Gamma Phoens,  +--------+  |co cpi i|  |oiic o p|  |i ii c i|  |  o   o |  | pci   c|  |ic   o p|  +--------+
 Caroline Mamani, 7339871, Gamma Scor,  +--------+  |o o   o |  |cpoi   c|  |opococp |  |pc    cp|  | c i i i|  |o pcoppo|  +--------+
 Paula Mia, 3303200, Berpeia,  +--------+  |iiip pci|  |cocpppi |  | oi  iic|  | i    pi|  | ppco pp|  |ii p  c |  +--------+
 Yuhua Khatoon, 2677368, Corenix,  +--------+  |   o pcc|  |p oooc  |  | pccoc c|  | pioippi|  |po  cp  |  | oppoic |  +--------+
 Martina Ray, 4724507, Puppius,  +--------+  | oo    i|  |pcioiooi|  | i  ic p|  |co   o p|  | poc pi |  | pc ioco|  +--------+
 Gabriel Rao, 2925975, Crus VI,  +--------+  |i oopoop|  |ii p i  |  |cicop p |  | poooioc|  | co ip  |  |coio p  |  +--------+
 Fabio Lopes, 8153961, Mersa,  +--------+  |i pco c |  |ipi p p |  | oo p  p|  |p ip pip|  |   pci c|  | i pc  c|  +--------+
 Amanda Saidi, 8763046, Vulpto,  +--------+  |o  po  c|  |ccc ppop|  |op o p o|  |c     o |  |  oppii |  |pp    ip|  +--------+
 Sabina Gong, 3987733, Majorn Major,  +--------+  |ioi ppic|  |ic  p  o|  |p ccoc i|  |oicp c  |  | oc o o |  |iip  c i|  +--------+
 Lucy Sharif, 9400739, Beta Charos III,  +--------+  |ooicccip|  | o cpi c|  |o i  c  |  |oi c  pi|  |ci i ipo|  |ppc cc  |  +--------+
 Jin Pinto, 5986272, Vele II,  +--------+  |p c  op |  |ipi oi  |  |iipiop p|  |   oo   |  |poii    |  | oo p po|  +--------+
 Fabio Abu, 8980416, Cama II,  +--------+  |iioo icp|  |p o o ii|  |  i p  i|  |ccpc pic|  |pp ocpc |  |c io p  |  +--------+
 Karina Parvin, 8014363, Carius,  +--------+  |cc   icc|  |iic p  c|  | c ciccc|  |o ioppcc|  |  o i cp|  |p i coc |  +--------+
 Carlos Patal, 1541102, Ariansa,  +--------+  |icci ioc|  | c ipi i|  | op   p |  |  picio |  |c ccc ic|  |  iiop i|  +--------+
 Hasan Thanh, 9754569, Arion,  +--------+  |  cp ipo|  |c    cco|  |cpipo o |  |picpp po|  |po oipip|  |cp o  c |  +--------+
 Dan Shi, 6919378, Aquaris V,  +--------+  |  o i   |  |pccop  p|  |io  pc c|  |ippp oc |  | ipoc co|  | p oi c |  +--------+
 Ganesh Kanwar, 7612065, Tauries VII,  +--------+  |iiip ppi|  | ii i ii|  |  ci  cp|  |c c ooci|  |i  ci p |  | pcoc o |  +--------+
 Andre Swain, 4470631, Equila,  +--------+  |cocpo io|  |i pcipp |  |p ioc  p|  |cpppcppc|  |c c  o i|  |ciioic p|  +--------+
 Urmila Fernandez, 9042019, Fornus,  +--------+  |ccco  c |  |p poci  |  |o pcccc |  | cpii pi|  | opo c i|  |oo p o o|  +--------+
 Laila Raj, 5755010, Virion IV,  +--------+  |  i p  o|  |ci  oop |  |ooi cpii|  | cpc i c|  |cci  o  |  |o pipo o|  +--------+
 Sumitra Ayala, 7627418, Veleus,  +--------+  |oo coo  |  |i pi cco|  |o  op c |  |ccooopi |  |  ci c p|  |i      i|  +--------+
 Kailash Eze, 5055758, Alpha Retus II,  +--------+  |i  icopc|  | cocp   |  | ocic o |  |p c io i|  |c ci cc |  |iiii po |  +--------+
 Daniela Nasser, 1055013, Meres,  +--------+  |o p  p p|  |p ip o c|  |ppo cocc|  |io oipic|  |poiipii |  |c icio  |  +--------+
 Olha Isah, 5865459, Gamma Bores,  +--------+  | io p oo|  | c o  io|  | pc oo  |  |opo     |  |ccpoi  c|  |  op i i|  +--------+
 Caroline Hidayat, 6281188, Earina Minor,  +--------+  |io cic  |  | oi  icc|  |c i   pp|  |oci    c|  |ocopiio |  | po icp |  +--------+
 Marcia Sun, 7435182, Alpha Anta,  +--------+  |c o co i|  |opio    |  |i p ccp |  |  o    p|  |o  oc oc|  |co cp i |  +--------+
 Tun Francisco, 2483835, Comeles III,  +--------+  |c ipocic|  | icoio p|  | oi ppcp|  |poocpc o|  |c ipo  o|  |i o oc  |  +--------+
 Francisca Maseeh, 2705502, Octanis,  +--------+  |oo    op|  |poccc ci|  |ocpp c  |  |piccp o |  |oppp p  |  | o i ppi|  +--------+
 Theresa Moore, 9944636, Caprius IV,  +--------+  |    c  o|  |oooc o  |  |cccp pc |  | ip i   |  |i ip ipi|  |oi icp p|  +--------+
 Mamadou Petrov, 6738849, Alpha Cenus,  +--------+  |oocoo io|  |cp p i i|  | ioc   o|  |cipc c i|  |cc iipoi|  |oc poi c|  +--------+
 Katsumi Almeida, 7250572, Alpha Hydros,  +--------+  | oopop o|  |opp c  i|  |p pc o  |  |ii  cico|  |i ioiooo|  |i o  io |  +--------+
 Salma Ghulam, 3868292, Aquarth,  +--------+  |p   iiop|  |poiop   |  | ci iicp|  |ccppc p |  |     cii|  |op ppipi|  +--------+
 Manuel Sharif, 7062531, Beta Corpis,  +--------+  | p  o co|  |   o pci|  |pipi  pc|  | i op ic|  |pcop   c|  | c po   |  +--------+
 Margarita Lewis, 5967970, Casune Minor,  +--------+  |i oi ioi|  | i pcc  |  |cci  c o|  |i icopp |  |oco o cc|  |  ci  ii|  +--------+
 Emily Shah, 2255842, Beta Taurux,  +--------+  |   iipcc|  |o oco ip|  | p  pcoi|  |ip piicc|  |  ppipip|  |cocic oc|  +--------+
 Leonard Bhoi, 4563194, Gamma Plumba,  +--------+  |  iop p |  |opp ic p|  |oci p oo|  | pp  ic |  |  c pop |  |ippo pii|  +--------+
 Tara Girma, 5377556, Eriana Major,  +--------+  |  oc  ii|  | ccp c c|  | poo pi |  |pi  pc  |  |pooc o c|  |ocoop  o|  +--------+
 Eric Tahir, 5157608, Forens,  +--------+  | o   c c|  |cp     i|  | pc coio|  |ooocc pp|  |ico oiic|  | c pcico|  +--------+
 Brian Qian, 9202500, Tauries VII,  +--------+  |   ip pi|  | oo  ccp|  |ooppciip|  |cip   ci|  |  pi  cc|  |cpi  cco|  +--------+
 Stephanie Xiong, 8300992, Cars VI,  +--------+  |c c c oo|  |co pcoi |  | opi ip |  |c  oc  i|  |ico icii|  | c c i c|  +--------+
 Na Padilla, 4044386, Alpha Doraco Minor,  +--------+  |oiiciipp|  |o icpicc|  |po i pcc|  |  io i i|  | coc c  |  |o ii  cp|  +--------+
 Betty Batista, 6808178, Sirgol V,  +--------+  |i  o i i|  |  p ci i|  |c pip  i|  | ioo  ci|  |ioo  pco|  |p p  op |  +--------+
 Doris Fu, 5542552, Sirina VII,  +--------+  |i  po c |  |oi cpo i|  |p  ic op|  | c   ioi|  |pic ic i|  |ico  c  |  +--------+
 Samir Na, 3037416, Erionax,  +--------+  |io    pp|  | p iocc |  |p p  ppc|  | c o  c |  |iocpcopp|  |i  ii p |  +--------+
 Asma Moreno, 7381780, Alpha Aralia,  +--------+  |c ipp pp|  |ciocpop |  |o ico  i|  |occpic c|  |ip piop |  |opc o  c|  +--------+
 Janet Rivera, 3286211, Lyrane,  +--------+  |pc  pipi|  | ic ocpc|  |   pc   |  |oc i oop|  |p  o io |  | oio  pp|  +--------+
 Zhijun Davis, 8427170, Lacora VI,  +--------+  |o  i oi |  | ooi   i|  |oi oi  o|  |p   cc  |  | ccp pip|  |ocpipo  |  +--------+
 Lucas Gu, 1144494, Lacorna,  +--------+  | io coco|  | pp coop|  | coopoip|  |cc io  c|  | cocicc |  |poc co c|  +--------+
 Yuhua Hameed, 9898051, Boros,  +--------+  | opp pic|  | ocpi   |  |pc opcp |  |  pi  i |  | c icppc|  |i cooici|  +--------+
 Alejandro Mou, 7828270, Beta Lacorna Major,  +--------+  |      i |  |op   c c|  |   cpioo|  |cp  ppcc|  |  pociii|  |   c   i|  +--------+
 Marwa Ngoy, 3272634, Orici,  +--------+  |cp  ciio|  |c piop  |  | oiioiii|  | o pii p|  |iooc oco|  |o oo ic |  +--------+
 Elizabeth Gu, 4660936, Caron,  +--------+  |cooi i p|  |  o pp  |  | ppo ii |  |p ocp c |  |  c io  |  |pioc o i|  +--------+
 Cynthia Win, 4268391, Comeles III,  +--------+  |op  i ci|  |p io i c|  |  op oi |  | poci  i|  |c p oio |  | opc oii|  +--------+
 Guoliang Hayat, 1723811, Jisus,  +--------+  |oip o i |  | pocp  o|  |po   occ|  |ccico  p|  |op oopii|  |opi poii|  +--------+
 Evgeniy Gao, 8518643, Gamma Aquulum,  +--------+  |iiippp o|  |po poi  |  | popo   |  |c i cp p|  | ioco o |  | cpppocp|  +--------+
 Xian Salim, 4814329, Dornus,  +--------+  |c  poi c|  |i    ipp|  |p  c c i|  |cco p   |  | icoci o|  |oc cc io|  +--------+
 Lihua Pak, 8711466, Scorona,  +--------+  |iooppp  |  |c i ioc |  |cpi  oop|  |poioooi |  |poioo  p|  |c  ppiop|  +--------+
 Kathleen Manuel, 7174465, Taurn VII,  +--------+  |ic  io o|  | i p oo |  |ipcop   |  | o pppp |  |   o io |  |oo io  o|  +--------+
 Mustafa Diarra, 6935836, Virici,  +--------+  |  coooio|  | ipoi  o|  |pcoociii|  | p  cpp |  |occip   |  |oiipi ci|  +--------+
 Van Bera, 1827880, Beta Dela IV,  +--------+  |     poo|  |coicop p|  |ic p ccc|  | o  cocc|  |oioii pi|  |poco  ci|  +--------+
 Lan Vera, 6102332, Drado VII,  +--------+  | cp ic c|  |ic opooc|  | p ooop |  |ciiiipic|  |ociipoc |  |i ci iio|  +--------+
 Mahdi Sasaki, 8762282, Boroma,  +--------+  | oc icpc|  |po  c oc|  |oi pp  c|  |ioooioii|  |pi i cpp|  | oo   ip|  +--------+
 Ngoc Kazem, 7283455, Alpha Vena Major,  +--------+  | cppopc |  |pio ci o|  |i pc  ii|  |opppp i |  |pcpppccp|  | pippcoi|  +--------+
 Nusrat Akhtar, 1684154, Equila VI,  +--------+  |ii o opo|  |picoco c|  |i pccoi |  | c pci i|  |ci c  po|  |i  o ipp|  +--------+
 An Estrada, 7372878, Carius VI,  +--------+  | ipi  p |  |po    cc|  |o    pi |  |icco i  |  |icpop c |  |pcpo  oo|  +--------+
 Norma Aydin, 3191781, Mentane,  +--------+  |icpo o i|  |  cipco |  |ii   pcp|  |ciiop ii|  |cipo  io|  |piocc i |  +--------+
 Gabriela Moyo, 8138554, Uranis,  +--------+  | oiopii |  |p pio   |  |ci io io|  |poc o  i|  | o   c c|  |c p  iio|  +--------+
 Mariya Haider, 1157795, Censa,  +--------+  | ccp  p |  |c i oc i|  |  i  o o|  | c     c|  |o o ocio|  |  ciiicc|  +--------+
 Tatyana Roy, 7402676, Cena,  +--------+  |oopicc o|  |i  i   c|  |oii  ipc|  |cp  oi i|  |ci pc o |  |oc ci  i|  +--------+
 Ayesha Inoue, 3968169, Orius Major,  +--------+  | op   pp|  |oi  co  |  | o cppo |  |p    oci|  |occc    |  |c iccopc|  +--------+
 Prakash Lestari, 1420251, Beta Aurus,  +--------+  |coipp pc|  | i o i i|  |i i ooi |  |p  poc  |  | ipoi oc|  | oioppip|  +--------+
 Abubakar Eze, 2588749, Sedales II,  +--------+  |poiioi o|  |ipi p io|  |   p  ci|  |pcccp  o|  | c c c c|  |c ii ip |  +--------+
 Chunhua Hamid, 6451415, Alpha Taurux,  +--------+  |    iooo|  |iopooiop|  |  c co  |  |p oc   i|  | cco iip|  |ico p  o|  +--------+
 Van Akther, 6257415, Jupius Major,  +--------+  |cpc co i|  | iopip  |  |  i   pp|  |c pccpcc|  |o opp ci|  |cp ip i |  +--------+
 Nushi Umar, 2132569, Grustra,  +--------+  |c cpciic|  |ccocpp  |  |oi occcp|  |cio o  o|  |ipip c  |  |c   c c |  +--------+
 Pushpa Jassim, 6982304, Alpha Phoensa,  +--------+  |i  p io |  |ocpcc oo|  | c i  p |  |i  oi pp|  | pcc   o|  |ooc opo |  +--------+
 Sri Pal, 3333529, Neptury,  +--------+  |p pi    |  | ipop  c|  |  ii  co|  |p opoipi|  |ic  o pp|  |c i oi p|  +--------+
 Lila Camara, 2415237, Siriona,  +--------+  |  oii   |  |c piippp|  |cpipipcp|  |   pipc |  |coop opp|  |o  pci  |  +--------+
 Abel Su, 1417215, Berth VI,  +--------+  |c  io ci|  |    p io|  |pc   i i|  |  ip o o|  | ipipi  |  |p o ippi|  +--------+
 Aleksandr Jahan, 5906597, Luppis,  +--------+  |i i p ci|  | pp ip p|  |cc   p p|  | pciop  |  |  i  coo|  |oop o p |  +--------+
 Konstantin Sultan, 7237977, Alpha Retus II,  +--------+  | ic pi c|  |    o pc|  |oc  i ii|  |poi   po|  |  o p p |  |p pco   |  +--------+
 Angelina Ly, 5781699, Alpha Trius,  +--------+  |  pci pc|  |  picooi|  |i  o op |  |pi c pci|  | oioo pp|  |ioo p ii|  +--------+
 Kathleen Cisse, 5267261, Octanus,  +--------+  |p  c   i|  | cic oci|  |cpp p p |  |cii op c|  |  icci  |  |p pcoo i|  +--------+
 Ismail Hayashi, 9246425, Crus VI,  +--------+  |i c o  i|  |c iocppo|  |c   p op|  | op cc i|  |piico c |  |oii i  i|  +--------+
 Jacques Taylor, 2005602, Taurux III,  +--------+  |  oopoi |  |c op coi|  |pocppp i|  |i c icpo|  |ii ipop |  | oio    |  +--------+
 Ling Usman, 4951650, Alpha Ceptus,  +--------+  | p  p c |  |ppippo o|  | opo c i|  | oc p o |  |   cpp o|  |oi  c pc|  +--------+
 Aisha Hua, 1588179, Cars VI,  +--------+  |p   oo c|  |o  cpopi|  |ppo     |  |pc  ii c|  |c i oc p|  |i pioicc|  +--------+
 Valerie Garcia, 6691357, Corn Minor,  +--------+  |icoccc c|  |i     p |  | ipopp  |  | p po op|  |oi pcppp|  |pp  pop |  +--------+
 Josefa Osman, 2854893, Beta Mardane V,  +--------+  |o o ci p|  |pc  p p |  |oi  c co|  |icopoppc|  |icc  i  |  |i c io  |  +--------+
 Issa Garcia, 8337964, Sirina VII,  +--------+  |oocc cio|  |io   c  |  |oocp  pp|  | poo ii |  |i  p  o |  |i ppo p |  +--------+
 Wei Bala, 2811888, Gamma Mens,  +--------+  |coo poio|  |o cp  i |  |oopiip  |  |cp  ccpi|  |  ocoo i|  |cio ic o|  +--------+
 Helena Ruan, 2892480, Octa IV,  +--------+  |       i|  |o co c  |  |cocop pc|  |pi iooo |  | o  cocc|  |c i opo |  +--------+
 Xiaowei Hoang, 4244656, Gamma Opheus,  +--------+  |ppop  op|  |c c op i|  |o   cpii|  |i ipcico|  |p p pc  |  | pic coi|  +--------+
 Orlando Caballero, 1502190, Mena,  +--------+  | oppc   |  |cc pp pp|  |icc  poo|  |i iooc  |  |cpo p ci|  |ci c opp|  +--------+
 Elaine Koffi, 6707468, Beta Majorn,  +--------+  |ccpc p p|  | c poo c|  |piioi po|  |  ic  cc|  | oiiii  |  |o   cppi|  +--------+
 Serhei Khalid, 8855983, Oriani II,  +--------+  |oipp   c|  |pc oi   |  |oo ocooo|  | pcp  cc|  |pp ip  c|  | i ipoii|  +--------+
 Lingling Kimura, 7937636, Grux III,  +--------+  |  o op  |  | ccpioc |  |p   ocpo|  |oipcpc  |  | o    ci|  |i icc   |  +--------+
 Cong Mu, 3724214, Sateron,  +--------+  |piip ip |  |ipii pp |  |  ocicci|  |pp cp cp|  | ic  pci|  |p cc c  |  +--------+
 Zhihong Mori, 8465566, Alpha Vena Major,  +--------+  |i  oppo |  |c    p c|  |pocp  cp|  |oicpc   |  |  co i c|  |p ocpipo|  +--------+
 Rebecca Koffi, 4912031, Gamma Vule II,  +--------+  | o c  po|  |pi    p |  |icip oco|  |occoccip|  | p  opp |  |i  i cop|  +--------+
 Fernando Pineda, 7011888, Alpha Plumba,  +--------+  | cco    |  |  c co p|  |  op   p|  |p iio io|  |cc p   c|  | cpi i c|  +--------+
 Isabelle Patra, 8865915, Cetung,  +--------+  |   poc p|  |c iii ic|  |pi   ioo|  |   pippo|  |  cc o o|  |icpcopii|  +--------+
 Lei Sahani, 5394634, Beta Carsa,  +--------+  |   p ip |  |pc coopi|  |opiiipp |  |p  o    |  |po i   o|  |ccc poip|  +--------+
 Chao Machado, 1750280, Beta Apustra,  +--------+  |oc occo |  |    cio |  |oic ocip|  |ooco cic|  |oo pi p |  |iiiccpip|  +--------+
 Ibrahim Sharif, 1939143, Corpeia,  +--------+  | p oo co|  | io  cic|  | p oiopp|  |oo  popp|  |c i p   |  |  pipip |  +--------+
 Jacob Bello, 8983187, Comeles III,  +--------+  |p o   oc|  |pi ccic |  |ciocc oc|  |c op io |  |  icoopp|  |c    o o|  +--------+
 Elisabeth Freitas, 1023825, Aridans,  +--------+  |oii c c |  |o  ipoic|  | ippc oc|  |p  p cpc|  |o   p  o|  |i iccipo|  +--------+
 Zhiping Abu, 8591860, Certa,  +--------+  | ipppopc|  | po ccpi|  | opo pcc|  |p pcooi |  |c o o   |  |  ooco c|  +--------+
 Sara Chang, 8635407, Lephini V,  +--------+  |i  ppoo |  |   op pp|  |ccp  pii|  | i cooo |  |pcipop p|  |ipcoiipo|  +--------+
 Ashraf Castro, 8069401, Gamma Vule II,  +--------+  |cco oc i|  |oiic i i|  |coc icpo|  |cioc ooi|  | o  o io|  |      op|  +--------+
 Aisha Wong, 1263227, Velpens,  +--------+  |p ci c p|  | p opcc |  |i pococc|  |pop  iip|  |pcp p c |  |o       |  +--------+
 Jianping Quan, 3726227, Gamma Orcurus,  +--------+  |pocc o  |  |  ppoccp|  | i cco c|  |o c    c|  | ciiooc |  |p coc  i|  +--------+
 Florence Ai, 1920946, Bornus,  +--------+  |i iipcpp|  |i  ppip |  |occci c |  |pcci  ii|  |pcoo cic|  |c  c  cp|  +--------+
 Bekele Ansari, 8367622, Beta Maria,  +--------+  | io ciic|  |pipc cii|  |oiipcpi |  | cp ccoo|  |o i  oc |  | cpioiii|  +--------+
 Van Marques, 3381124, Scurus V,  +--------+  |oiopippo|  | i   pcp|  |ccocppio|  |ii     i|  |oc pipp |  |opcpooo |  +--------+
 Xiaoxia Tan, 7806417, Dornus,  +--------+  |i cpiic |  | pippc c|  |i pooppp|  |   pop o|  |     cp |  |ic o    |  +--------+
 Shigeru Duan, 4918153, Beta Maria,  +--------+  |   oi cc|  | pcoopoc|  | oipo cp|  | oo  p o|  | ccc  i |  |    oip |  +--------+
 Ronald Ortiz, 8822006, Canus III,  +--------+  |  iopcc |  |cc  c o |  | iocicpc|  |ioocopc |  | o ic ic|  |ci p    |  +--------+
 Roland Jie, 4370004, Scurius,  +--------+  |  cc  po|  |oi c oci|  |occc pio|  |i opp ii|  | ipi c p|  |oopippc |  +--------+
 Joshua Latif, 3383931, Ceticor Minor,  +--------+  |c p   pc|  |i pp ip |  | co     |  | cic opi|  | icpoi o|  |  ipippi|  +--------+
 Diego Dominguez, 1653443, Earona,  +--------+  |oi p pco|  | ci ii o|  |i  cop o|  |ioc  ppi|  |piicc  p|  |i  c    |  +--------+
 Yvonne Sharif, 9044243, Ceticus VII,  +--------+  |p  p p o|  |co iio o|  |p  iio p|  |oii ocii|  |  i ci o|  |  po ocp|  +--------+
 Sumitra Rahaman, 6058480, Gamma Phoenta V,  +--------+  |oo p pcp|  |       c|  | iio  pp|  |i opco p|  | ooo   i|  | poioiic|  +--------+
